p_partkey,p_name,p_mfgr,p_brand,p_type actual,p_size,p_container,p_retailprice,p_comment,p_type
917,midnight khaki maroon light aquamarine,Manufacturer#2,Brand#24,SMALL ANODIZED COPPER,3,SM CASE,1817.91,riously past th,102
918,ghost steel aquamarine turquoise red,Manufacturer#5,Brand#55,ECONOMY PLATED TIN,15,LG PKG,1818.91,losely according to,20
919,steel dim royal medium dodger,Manufacturer#1,Brand#13,PROMO BRUSHED COPPER,49,MED BOX,1819.91,along ,82
920,sky coral misty ivory khaki,Manufacturer#4,Brand#44,MEDIUM BRUSHED STEEL,19,WRAP CAN,1820.92,y regu,59
921,khaki cyan plum wheat drab,Manufacturer#1,Brand#11,LARGE BURNISHED STEEL,35,JUMBO DRUM,1821.92,pecial in,39
922,frosted violet cornsilk burnished honeydew,Manufacturer#3,Brand#34,LARGE BURNISHED BRASS,30,SM CASE,1822.92,uctions. sl,36
923,moccasin aquamarine lavender firebrick drab,Manufacturer#2,Brand#24,STANDARD PLATED TIN,26,WRAP CASE,1823.92,he packag,145
924,dodger metallic olive frosted pale,Manufacturer#1,Brand#11,ECONOMY POLISHED STEEL,41,JUMBO PKG,1824.92,the ac,24
925,blush mint saddle plum blanched,Manufacturer#4,Brand#44,STANDARD POLISHED NICKEL,44,MED PACK,1825.92,aggle slyly. blithe,148
926,honeydew papaya coral smoke slate,Manufacturer#4,Brand#45,STANDARD BRUSHED TIN,39,MED JAR,1826.92,gle quickly ironic ,135
927,dodger purple spring lime misty,Manufacturer#1,Brand#14,LARGE ANODIZED TIN,13,WRAP BAG,1827.92,otes snooz,30
928,purple ivory dodger chocolate steel,Manufacturer#4,Brand#43,SMALL ANODIZED TIN,43,SM BOX,1828.92,ully ev,105
929,burnished pale salmon turquoise plum,Manufacturer#3,Brand#33,LARGE PLATED COPPER,40,MED DRUM,1829.92,hely iron,42
930,violet gainsboro orchid magenta cream,Manufacturer#2,Brand#23,SMALL BRUSHED BRASS,26,LG DRUM,1830.93,uickly ironic ,106
931,honeydew puff burnished deep cornsilk,Manufacturer#3,Brand#31,STANDARD ANODIZED NICKEL,37,LG CAN,1831.93,are fluffily. ,128
932,cornflower sky honeydew coral light,Manufacturer#2,Brand#24,SMALL ANODIZED COPPER,12,LG BOX,1832.93,ly regular depos,102
933,pink brown thistle ivory drab,Manufacturer#3,Brand#33,STANDARD BRUSHED STEEL,25,LG CASE,1833.93,he blit,134
934,beige saddle linen hot white,Manufacturer#4,Brand#45,STANDARD ANODIZED BRASS,40,MED JAR,1834.93,ual packages,126
935,royal coral deep indian chiffon,Manufacturer#5,Brand#53,STANDARD BRUSHED STEEL,8,JUMBO DRUM,1835.93,arefully ironic,134
936,white azure misty lime pale,Manufacturer#2,Brand#24,MEDIUM PLATED BRASS,6,WRAP DRUM,1836.93,longside of the reg,66
937,ghost misty rosy midnight magenta,Manufacturer#3,Brand#33,PROMO ANODIZED TIN,2,JUMBO CAN,1837.93,ithely,80
938,thistle tomato spring chiffon lace,Manufacturer#2,Brand#22,LARGE BRUSHED NICKEL,1,JUMBO CASE,1838.93,ajole slyly r,33
939,papaya navajo cornsilk snow chocolate,Manufacturer#1,Brand#14,PROMO BURNISHED BRASS,41,WRAP PACK,1839.93,ages wake doggedly of ,86
940,coral chocolate medium olive linen,Manufacturer#1,Brand#15,PROMO POLISHED TIN,49,JUMBO JAR,1840.94,"ate blithely bold, si",100
941,smoke cornflower pink peru snow,Manufacturer#2,Brand#25,MEDIUM PLATED NICKEL,8,LG PKG,1841.94,fully ,68
942,lace chocolate blue cornsilk violet,Manufacturer#3,Brand#35,PROMO POLISHED TIN,44,MED BAG,1842.94,nic pinto b,100
943,smoke navajo azure purple floral,Manufacturer#5,Brand#55,ECONOMY BRUSHED BRASS,46,SM PKG,1843.94,s wake,6
944,light salmon olive wheat turquoise,Manufacturer#3,Brand#33,SMALL PLATED STEEL,1,LG CAN,1844.94, requests nag furiou,119
945,chiffon metallic cornsilk slate mint,Manufacturer#5,Brand#52,MEDIUM PLATED NICKEL,22,MED JAR,1845.94,uffily abo,68
946,goldenrod dodger lavender royal cornsilk,Manufacturer#2,Brand#25,MEDIUM PLATED TIN,30,LG BOX,1846.94,y along,70
947,pink chiffon salmon magenta blush,Manufacturer#1,Brand#13,MEDIUM BURNISHED STEEL,16,JUMBO JAR,1847.94,usual accounts. b,64
948,gainsboro chiffon firebrick rose dodger,Manufacturer#2,Brand#22,MEDIUM ANODIZED BRASS,31,WRAP PKG,1848.94,furious,51
949,thistle burlywood frosted yellow midnight,Manufacturer#5,Brand#51,LARGE BURNISHED TIN,47,LG PKG,1849.94,l theodolit,40
950,navajo azure metallic puff chartreuse,Manufacturer#3,Brand#31,SMALL ANODIZED STEEL,26,WRAP CASE,1850.95,kages cajole quickly ,104
951,lace steel cornsilk olive antique,Manufacturer#2,Brand#21,STANDARD BURNISHED STEEL,40,JUMBO JAR,1851.95, final deposits nag a,139
952,beige chiffon pink yellow drab,Manufacturer#3,Brand#31,MEDIUM BRUSHED TIN,4,MED PACK,1852.95,l deposits sleep bli,60
953,peach saddle green salmon goldenrod,Manufacturer#4,Brand#41,PROMO ANODIZED TIN,2,WRAP JAR,1853.95,ly quickly final acco,80
954,bisque hot ivory light beige,Manufacturer#5,Brand#55,ECONOMY ANODIZED STEEL,35,JUMBO CASE,1854.95,furious,4
955,blue midnight tan chocolate black,Manufacturer#3,Brand#32,PROMO BURNISHED STEEL,43,SM CASE,1855.95,tions,89
956,cream lavender chocolate lime magenta,Manufacturer#1,Brand#13,STANDARD BRUSHED STEEL,7,LG CASE,1856.95,furiously pending d,134
957,beige turquoise lime burnished midnight,Manufacturer#3,Brand#33,SMALL ANODIZED COPPER,23,SM CAN,1857.95,ndencies wake s,102
958,chiffon honeydew burnished deep cornflower,Manufacturer#3,Brand#35,LARGE PLATED NICKEL,13,LG BOX,1858.95,quickly careful i,43
959,navy grey dark cornflower brown,Manufacturer#4,Brand#41,SMALL BURNISHED STEEL,5,WRAP JAR,1859.95,iously bold depos,114
960,bisque peru chiffon orange magenta,Manufacturer#5,Brand#55,LARGE PLATED COPPER,26,LG CASE,1860.96,lly b,42
961,cornflower chiffon firebrick mint hot,Manufacturer#1,Brand#15,PROMO BRUSHED BRASS,1,SM PACK,1861.96,fully. f,81
962,forest lime hot coral dodger,Manufacturer#1,Brand#13,MEDIUM PLATED BRASS,38,JUMBO BOX,1862.96,lithely. ,66
963,powder gainsboro lavender cream maroon,Manufacturer#4,Brand#44,MEDIUM PLATED BRASS,44,LG CASE,1863.96,y final deposits wake.,66
964,sky lawn burlywood moccasin blanched,Manufacturer#5,Brand#54,SMALL POLISHED BRASS,48,MED BOX,1864.96,nal asymptotes. regul,121
965,dodger cyan navy purple cornsilk,Manufacturer#3,Brand#34,MEDIUM PLATED STEEL,39,LG PKG,1865.96,dolite,69
966,antique medium blue violet peru,Manufacturer#4,Brand#42,PROMO BURNISHED TIN,24,MED CAN,1866.96, the carefully ,90
967,cyan aquamarine blanched sky thistle,Manufacturer#5,Brand#55,SMALL BURNISHED COPPER,16,JUMBO CAN,1867.96,leep fur,112
968,wheat chartreuse floral ivory pale,Manufacturer#1,Brand#11,LARGE PLATED TIN,23,LG PKG,1868.96,press accounts acro,45
969,hot aquamarine azure frosted saddle,Manufacturer#5,Brand#55,PROMO POLISHED STEEL,34,JUMBO CASE,1869.96,le aga,99
970,bisque aquamarine lemon green dodger,Manufacturer#1,Brand#11,STANDARD BURNISHED STEEL,44,SM CAN,1870.97,ironic ,139
971,cornsilk mint goldenrod steel drab,Manufacturer#5,Brand#54,LARGE POLISHED BRASS,19,SM DRUM,1871.97,ugouts. bl,46
972,goldenrod burlywood maroon mint pink,Manufacturer#3,Brand#32,MEDIUM PLATED BRASS,21,JUMBO JAR,1872.97,yly ironic deposits,66
973,magenta lace black seashell slate,Manufacturer#2,Brand#22,STANDARD ANODIZED STEEL,42,LG PACK,1873.97,along ,129
974,powder spring tan sky burnished,Manufacturer#4,Brand#44,MEDIUM ANODIZED BRASS,35,WRAP BAG,1874.97,s. caref,51
975,rose blue ivory yellow dark,Manufacturer#3,Brand#34,MEDIUM ANODIZED COPPER,22,LG JAR,1875.97,torni,52
976,white khaki red smoke floral,Manufacturer#5,Brand#51,STANDARD BRUSHED NICKEL,19,JUMBO PACK,1876.97, special reque,133
977,dim tomato rose purple almond,Manufacturer#5,Brand#53,STANDARD BRUSHED STEEL,2,LG CASE,1877.97,the quick,134
978,cream chiffon rosy drab floral,Manufacturer#4,Brand#45,MEDIUM POLISHED TIN,46,LG DRUM,1878.97,quests sleep abo,75
979,maroon frosted bisque metallic salmon,Manufacturer#4,Brand#45,STANDARD ANODIZED TIN,4,MED CAN,1879.97, accounts. blithe,130
980,azure brown cream cyan purple,Manufacturer#4,Brand#41,SMALL ANODIZED STEEL,45,LG CASE,1880.98,ronic deposi,104
981,floral plum pink deep ivory,Manufacturer#2,Brand#25,MEDIUM POLISHED COPPER,31,WRAP CAN,1881.98, ironic as,72
982,burlywood steel lime floral metallic,Manufacturer#3,Brand#31,SMALL POLISHED BRASS,28,SM BAG,1882.98,boost blithely,121
983,coral mint grey spring navy,Manufacturer#4,Brand#43,ECONOMY POLISHED TIN,39,MED BOX,1883.98, pack,25
984,chiffon orange floral firebrick thistle,Manufacturer#2,Brand#22,LARGE PLATED TIN,40,SM BAG,1884.98,ly. furiously pe,45
985,black chiffon chartreuse sienna lawn,Manufacturer#5,Brand#53,MEDIUM BURNISHED STEEL,10,JUMBO PKG,1885.98,s beside,64
986,forest peru firebrick thistle red,Manufacturer#3,Brand#33,PROMO BRUSHED BRASS,50,JUMBO DRUM,1886.98,ronic foxes,81
987,seashell peru lime salmon hot,Manufacturer#5,Brand#53,PROMO POLISHED BRASS,39,LG BOX,1887.98,furiou,96
988,bisque saddle navy midnight coral,Manufacturer#2,Brand#24,STANDARD BURNISHED COPPER,27,WRAP PKG,1888.98,special requests sleep,137
989,misty red floral steel azure,Manufacturer#5,Brand#55,LARGE PLATED TIN,9,JUMBO JAR,1889.98,lets. e,45
990,azure turquoise hot beige pale,Manufacturer#1,Brand#14,SMALL BURNISHED COPPER,14,SM BAG,1890.99,quick,112
991,frosted bisque aquamarine lime cream,Manufacturer#3,Brand#32,MEDIUM POLISHED BRASS,9,SM CASE,1891.99,ickly slowly spe,71
992,hot peach aquamarine cornsilk blue,Manufacturer#5,Brand#51,PROMO BURNISHED COPPER,39,JUMBO BOX,1892.99, haggle,87
993,chiffon chocolate peru tomato powder,Manufacturer#5,Brand#54,MEDIUM BRUSHED NICKEL,2,MED JAR,1893.99,bold pear,58
994,ivory saddle papaya salmon drab,Manufacturer#2,Brand#25,PROMO ANODIZED STEEL,38,JUMBO BOX,1894.99,ost slyly. boldly bo,79
995,salmon chocolate rosy indian sienna,Manufacturer#3,Brand#34,ECONOMY BRUSHED TIN,47,MED DRUM,1895.99,ke furiously fluffily ,10
996,gainsboro pink papaya olive forest,Manufacturer#3,Brand#31,STANDARD POLISHED COPPER,13,LG CAN,1896.99,ously,147
997,powder lavender purple dim saddle,Manufacturer#5,Brand#51,STANDARD ANODIZED BRASS,22,JUMBO BAG,1897.99,riously final ,126
998,ivory magenta turquoise purple medium,Manufacturer#5,Brand#53,STANDARD BRUSHED NICKEL,2,MED BOX,1898.99,s. bold requests wake ,133
999,sienna sky blanched white ghost,Manufacturer#4,Brand#44,STANDARD PLATED STEEL,16,WRAP CAN,1899.99,ans. slyly expre,144
1000,cream frosted navajo aquamarine black,Manufacturer#2,Brand#24,ECONOMY BRUSHED NICKEL,10,SM DRUM,901,g fluf,8
1001,goldenrod moccasin blush tan medium,Manufacturer#5,Brand#53,LARGE BRUSHED NICKEL,29,WRAP PACK,902,posits x-ray acros,33
1002,khaki pink blue misty chocolate,Manufacturer#3,Brand#31,SMALL ANODIZED NICKEL,5,MED PKG,903,y ironic instructions,103
1003,khaki orange violet tan drab,Manufacturer#1,Brand#14,ECONOMY ANODIZED STEEL,19,JUMBO BOX,904,en id,4
1004,light navajo indian pale antique,Manufacturer#2,Brand#21,LARGE BRUSHED BRASS,16,WRAP CASE,905,ckly ironic ,31
1005,antique olive saddle papaya chiffon,Manufacturer#5,Brand#52,PROMO BRUSHED STEEL,39,WRAP CAN,906,even accounts s,84
1006,lime tomato orchid dim beige,Manufacturer#1,Brand#11,MEDIUM POLISHED COPPER,3,WRAP CASE,907,"express, even packag",72
1007,hot lemon medium blue salmon,Manufacturer#1,Brand#14,ECONOMY PLATED TIN,9,JUMBO PKG,908,deas believe a,20
1008,blue cream aquamarine saddle beige,Manufacturer#5,Brand#55,PROMO PLATED TIN,8,LG DRUM,909,intain,95
1009,powder lace cyan hot chartreuse,Manufacturer#4,Brand#42,MEDIUM BURNISHED NICKEL,47,SM JAR,910,agains,63
1010,peach chocolate olive brown hot,Manufacturer#4,Brand#43,SMALL BURNISHED NICKEL,38,JUMBO DRUM,911.01,pinto be,113
1011,royal ivory goldenrod moccasin tomato,Manufacturer#5,Brand#54,ECONOMY PLATED STEEL,37,LG BOX,912.01,ely pending d,19
1012,dim linen puff lemon frosted,Manufacturer#4,Brand#44,SMALL ANODIZED COPPER,23,JUMBO JAR,913.01,kages after the sl,102
1013,mint navajo beige burnished peach,Manufacturer#2,Brand#24,STANDARD BRUSHED STEEL,14,JUMBO BOX,914.01,uests. furiously,134
1014,peach brown maroon green burlywood,Manufacturer#5,Brand#54,LARGE PLATED COPPER,13,WRAP CAN,915.01,theodolites are fur,42
1015,salmon peach rose goldenrod burlywood,Manufacturer#4,Brand#41,MEDIUM BRUSHED BRASS,15,MED CAN,916.01,ial deposits. acc,56
1016,azure blue mint brown goldenrod,Manufacturer#1,Brand#14,STANDARD POLISHED BRASS,40,SM PKG,917.01,ter the unus,146
1017,lime blush yellow dodger brown,Manufacturer#1,Brand#15,STANDARD ANODIZED BRASS,13,LG CASE,918.01, regular dependencies,126
1018,tan chartreuse wheat pink blanched,Manufacturer#4,Brand#41,MEDIUM PLATED COPPER,35,SM PACK,919.01,ole. final d,67
1019,deep wheat blanched purple black,Manufacturer#4,Brand#41,MEDIUM ANODIZED COPPER,18,SM BOX,920.01,sts. furious,52
1020,aquamarine dodger coral cornsilk dark,Manufacturer#3,Brand#31,LARGE POLISHED TIN,8,WRAP CASE,921.02,e furiously car,50
1021,azure maroon blanched purple lawn,Manufacturer#3,Brand#33,PROMO ANODIZED TIN,46,JUMBO BAG,922.02,ckages above th,80
1022,olive smoke blue dim ghost,Manufacturer#1,Brand#13,SMALL BURNISHED COPPER,33,WRAP CAN,923.02,sly quickly ,112
1023,metallic rosy midnight cornflower chocolate,Manufacturer#2,Brand#24,PROMO POLISHED COPPER,50,SM CASE,924.02,ideas use slyly. care,97
1024,lawn sienna honeydew black mint,Manufacturer#5,Brand#55,SMALL POLISHED COPPER,2,MED PACK,925.02,ges ar,122
1025,olive violet saddle cyan chartreuse,Manufacturer#2,Brand#25,STANDARD ANODIZED COPPER,25,LG DRUM,926.02,ilent ,127
1026,rosy smoke cyan chiffon purple,Manufacturer#4,Brand#41,ECONOMY ANODIZED TIN,47,SM CAN,927.02,counts maintain theo,5
1027,orchid dodger pale drab thistle,Manufacturer#3,Brand#31,PROMO ANODIZED NICKEL,9,JUMBO BAG,928.02,riously ironic platel,78
1028,lime almond light indian sienna,Manufacturer#1,Brand#12,PROMO BRUSHED COPPER,14,JUMBO CAN,929.02,the enticing idea,82
1029,purple rose khaki linen azure,Manufacturer#4,Brand#44,LARGE PLATED NICKEL,46,JUMBO PKG,930.02,of the requests. qu,43
1030,green lace medium burnished ivory,Manufacturer#2,Brand#21,STANDARD BRUSHED STEEL,20,MED JAR,931.03,uriously b,134
1031,firebrick red snow slate white,Manufacturer#3,Brand#32,MEDIUM BURNISHED NICKEL,13,SM BAG,932.03,nally! ironic requ,63
1032,lime pale blush tan steel,Manufacturer#1,Brand#15,ECONOMY ANODIZED BRASS,32,LG BAG,933.03,arefully regul,1
1033,blush chiffon midnight pink coral,Manufacturer#1,Brand#12,MEDIUM PLATED BRASS,23,MED JAR,934.03,cajole bl,66
1034,lime ivory sky gainsboro mint,Manufacturer#5,Brand#52,ECONOMY POLISHED BRASS,46,LG DRUM,935.03,tructi,21
1035,black slate chocolate blanched light,Manufacturer#5,Brand#52,STANDARD BRUSHED COPPER,13,MED CASE,936.03,hless ,132
1036,honeydew lawn moccasin papaya tan,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,46,WRAP BAG,937.03,accounts ,57
1037,violet sky chiffon drab lawn,Manufacturer#1,Brand#15,ECONOMY ANODIZED STEEL,36,JUMBO JAR,938.03," even, spec",4
1038,floral blue grey bisque saddle,Manufacturer#4,Brand#44,STANDARD BRUSHED STEEL,40,WRAP CAN,939.03,kages use a,134
1039,firebrick medium azure mint peach,Manufacturer#3,Brand#34,MEDIUM PLATED TIN,32,MED BAG,940.03," regular,",70
1040,green papaya light royal powder,Manufacturer#3,Brand#31,MEDIUM BRUSHED STEEL,40,WRAP PKG,941.04,furiously express re,59
1041,grey navajo antique chartreuse brown,Manufacturer#5,Brand#54,LARGE ANODIZED NICKEL,12,WRAP CAN,942.04,e the ,28
1042,seashell chartreuse steel forest bisque,Manufacturer#3,Brand#32,ECONOMY BURNISHED NICKEL,42,JUMBO BAG,943.04,to eat ,13
1043,seashell orchid linen spring dodger,Manufacturer#4,Brand#41,ECONOMY BURNISHED COPPER,32,SM CAN,944.04,express,12
1044,dodger almond cornsilk honeydew antique,Manufacturer#2,Brand#25,STANDARD PLATED TIN,25,MED CAN,945.04,ounts. iro,145
1045,aquamarine blush lawn cream lace,Manufacturer#3,Brand#35,ECONOMY ANODIZED STEEL,24,JUMBO CASE,946.04,blithely iron,4
1046,beige coral moccasin drab metallic,Manufacturer#2,Brand#23,SMALL POLISHED STEEL,33,MED JAR,947.04,final pinto beans,124
1047,cornflower snow khaki olive ivory,Manufacturer#5,Brand#54,STANDARD ANODIZED BRASS,18,LG DRUM,948.04,c instructions,126
1048,azure navy pink orchid royal,Manufacturer#2,Brand#24,MEDIUM BRUSHED STEEL,50,LG PACK,949.04,even accounts. fu,59
1049,bisque beige slate puff dim,Manufacturer#5,Brand#52,SMALL BRUSHED NICKEL,2,LG CASE,950.04,into beans. slyly ,108
1050,lace cornsilk plum almond saddle,Manufacturer#3,Brand#34,STANDARD BRUSHED BRASS,4,MED CASE,951.05,tly regul,131
1051,lace gainsboro ivory blanched rose,Manufacturer#1,Brand#15,ECONOMY POLISHED BRASS,12,MED PKG,952.05,haggle. fluffily reg,21
1052,orchid wheat steel lavender sienna,Manufacturer#5,Brand#55,PROMO PLATED TIN,11,WRAP CASE,953.05,side of ,95
1053,rosy cornsilk azure metallic ghost,Manufacturer#5,Brand#54,ECONOMY BRUSHED TIN,19,LG JAR,954.05, accounts. daring ,10
1054,peru light blanched lemon medium,Manufacturer#2,Brand#24,LARGE BRUSHED STEEL,35,LG CAN,955.05,ggle blithe,34
1055,slate burnished chocolate black coral,Manufacturer#1,Brand#14,LARGE POLISHED COPPER,18,MED BAG,956.05,haggle p,47
1056,coral peach maroon seashell hot,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,13,JUMBO PKG,957.05,furiously even reques,52
1057,papaya antique moccasin indian pink,Manufacturer#1,Brand#12,ECONOMY PLATED BRASS,25,LG BOX,958.05,ual requests ar,16
1058,salmon blanched spring purple aquamarine,Manufacturer#5,Brand#53,ECONOMY ANODIZED COPPER,24,MED DRUM,959.05,sts. ,2
1059,cornflower ghost drab forest chiffon,Manufacturer#4,Brand#43,MEDIUM ANODIZED TIN,40,JUMBO BOX,960.05,structions ,55
1060,dark hot snow chocolate antique,Manufacturer#3,Brand#33,STANDARD POLISHED BRASS,46,SM CASE,961.06,final ideas. fina,146
1061,cornflower green orange brown puff,Manufacturer#1,Brand#15,MEDIUM BURNISHED TIN,50,LG BAG,962.06,n depende,65
1062,floral antique navy olive plum,Manufacturer#1,Brand#12,LARGE POLISHED TIN,12,JUMBO DRUM,963.06,quests are stealth,50
1063,gainsboro blush moccasin goldenrod beige,Manufacturer#5,Brand#55,SMALL BURNISHED BRASS,42,MED BAG,964.06, pinto be,111
1064,frosted orange bisque sandy steel,Manufacturer#3,Brand#31,SMALL PLATED NICKEL,4,SM PKG,965.06,onic pinto beans,118
1065,coral azure lawn navy hot,Manufacturer#4,Brand#43,STANDARD PLATED TIN,14,JUMBO CASE,966.06,ing deposits. blith,145
1066,khaki spring smoke orange peach,Manufacturer#3,Brand#31,SMALL BURNISHED NICKEL,30,SM CASE,967.06,fully across the unus,113
1067,medium honeydew bisque orange thistle,Manufacturer#3,Brand#33,SMALL BRUSHED BRASS,39,MED BOX,968.06,final plate,106
1068,antique rosy forest chiffon steel,Manufacturer#1,Brand#11,ECONOMY ANODIZED NICKEL,33,MED BOX,969.06,ously regular,3
1069,powder beige coral seashell lime,Manufacturer#5,Brand#55,SMALL PLATED TIN,1,LG DRUM,970.06, the carefu,120
1070,lace sienna cyan floral bisque,Manufacturer#4,Brand#45,SMALL POLISHED BRASS,31,WRAP DRUM,971.07, beans al,121
1071,seashell cyan saddle cornflower metallic,Manufacturer#2,Brand#22,SMALL BURNISHED STEEL,23,WRAP DRUM,972.07,ong the c,114
1072,dim frosted dark metallic cyan,Manufacturer#2,Brand#22,LARGE ANODIZED BRASS,31,SM PACK,973.07,"ithes-- furious,",26
1073,midnight cornsilk blanched chiffon yellow,Manufacturer#2,Brand#22,MEDIUM BRUSHED BRASS,14,LG PACK,974.07,posits. furiously ,56
1074,midnight burnished mint moccasin sienna,Manufacturer#5,Brand#53,STANDARD ANODIZED NICKEL,46,LG PACK,975.07,silent foxes nag furi,128
1075,indian chartreuse papaya light blue,Manufacturer#2,Brand#21,LARGE ANODIZED NICKEL,33,LG PACK,976.07, carefully un,28
1076,yellow magenta wheat ivory green,Manufacturer#1,Brand#13,PROMO BRUSHED BRASS,18,JUMBO CASE,977.07,. carefully enticing i,81
1077,gainsboro cream medium chiffon ghost,Manufacturer#4,Brand#41,STANDARD ANODIZED TIN,49,MED BAG,978.07,into beans. ,130
1078,maroon mint steel lace cream,Manufacturer#4,Brand#41,SMALL BRUSHED NICKEL,22,WRAP CAN,979.07,ly among the care,108
1079,khaki azure honeydew sandy drab,Manufacturer#2,Brand#25,STANDARD ANODIZED COPPER,22,SM CASE,980.07,"gular, regu",127
1080,khaki light beige frosted yellow,Manufacturer#5,Brand#52,STANDARD PLATED COPPER,21,JUMBO PKG,981.08, to the reg,142
1081,thistle papaya coral grey peru,Manufacturer#1,Brand#15,PROMO POLISHED NICKEL,44,SM PKG,982.08,s. depo,98
1082,cream magenta moccasin white salmon,Manufacturer#1,Brand#11,SMALL ANODIZED TIN,45,JUMBO PKG,983.08, throughout the,105
1083,mint black burnished rosy firebrick,Manufacturer#1,Brand#11,ECONOMY PLATED COPPER,20,JUMBO CASE,984.08,out the ca,17
1084,olive black brown drab cyan,Manufacturer#2,Brand#22,STANDARD BRUSHED TIN,10,JUMBO BAG,985.08,ptotes. carefully ruth,135
1085,cream mint olive lawn purple,Manufacturer#4,Brand#45,PROMO PLATED COPPER,26,LG CAN,986.08,anent notornis about ,92
1086,navajo lemon powder almond peach,Manufacturer#4,Brand#45,LARGE BRUSHED COPPER,49,SM DRUM,987.08,ecial request,32
1087,purple light pale dark ghost,Manufacturer#4,Brand#42,LARGE ANODIZED COPPER,32,MED CASE,988.08,fluffily silent accou,27
1088,turquoise puff blanched dodger cream,Manufacturer#3,Brand#35,SMALL ANODIZED STEEL,7,MED CAN,989.08,above the furious,104
1089,slate goldenrod puff papaya misty,Manufacturer#2,Brand#24,LARGE BURNISHED TIN,26,WRAP CASE,990.08,dolites sleep acros,40
1090,sandy spring blush tomato snow,Manufacturer#1,Brand#13,SMALL PLATED TIN,6,MED PKG,991.09,furiously reg,120
1091,navajo blanched hot spring ghost,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,45,SM PKG,992.09,kly b,39
1092,rosy dim navy mint cream,Manufacturer#1,Brand#12,STANDARD ANODIZED BRASS,3,SM PKG,993.09,y bold asympt,126
1093,moccasin slate puff cream ivory,Manufacturer#2,Brand#25,STANDARD ANODIZED TIN,9,JUMBO BOX,994.09,ach evenly regu,130
1094,papaya azure lace midnight drab,Manufacturer#4,Brand#42,SMALL ANODIZED COPPER,2,SM PKG,995.09,excuses use ,102
1095,cream blanched rosy chiffon red,Manufacturer#3,Brand#35,MEDIUM BURNISHED TIN,24,JUMBO DRUM,996.09,iously. silent ,65
1096,frosted maroon powder dim lace,Manufacturer#5,Brand#51,SMALL PLATED NICKEL,33,LG DRUM,997.09,furiousl,118
1097,violet hot almond aquamarine azure,Manufacturer#3,Brand#31,ECONOMY BRUSHED STEEL,1,JUMBO CASE,998.09,unts. quickly,9
1098,navy honeydew azure deep beige,Manufacturer#2,Brand#21,ECONOMY POLISHED STEEL,44,JUMBO BAG,999.09,e ironic a,24
1099,coral orchid mint khaki chartreuse,Manufacturer#3,Brand#32,PROMO PLATED COPPER,43,LG DRUM,1000.09, idly silent dol,92
1100,lawn bisque black rosy steel,Manufacturer#4,Brand#41,ECONOMY BRUSHED STEEL,8,MED PKG,1001.1,regular pinto bea,9
1101,dim magenta steel dark beige,Manufacturer#5,Brand#53,STANDARD POLISHED BRASS,21,JUMBO BOX,1002.1,s. theodolites ,146
1102,peach chiffon rosy light white,Manufacturer#4,Brand#45,PROMO PLATED COPPER,21,SM CAN,1003.1,", bol",92
1103,midnight spring sky olive ivory,Manufacturer#5,Brand#53,ECONOMY ANODIZED BRASS,35,LG DRUM,1004.1,lyly. carefully ,1
1104,navy orchid burlywood antique frosted,Manufacturer#2,Brand#23,MEDIUM BRUSHED TIN,22,MED BAG,1005.1,ndencies. furio,60
1105,sienna olive beige dark khaki,Manufacturer#2,Brand#25,MEDIUM PLATED COPPER,7,JUMBO DRUM,1006.1,ely regular theodo,67
1106,brown saddle chocolate coral orange,Manufacturer#1,Brand#14,MEDIUM ANODIZED TIN,25,WRAP BAG,1007.1,ructions are,55
1107,forest sandy indian cornflower smoke,Manufacturer#3,Brand#34,ECONOMY BRUSHED COPPER,47,LG DRUM,1008.1,oss the fluffily final,7
1108,azure cyan sienna cornsilk navy,Manufacturer#1,Brand#13,MEDIUM POLISHED BRASS,24,WRAP CASE,1009.1,hely ironic,71
1109,azure lime seashell orange green,Manufacturer#5,Brand#54,ECONOMY BURNISHED NICKEL,13,JUMBO PACK,1010.1,nal packages boost flu,13
1110,lawn lavender violet grey tan,Manufacturer#4,Brand#44,STANDARD BURNISHED TIN,41,WRAP CAN,1011.11,es use blithely ev,140
1111,azure cornflower black peach brown,Manufacturer#1,Brand#11,LARGE BRUSHED COPPER,41,WRAP CAN,1012.11,d pinto beans cajole. ,32
1112,orchid dim blanched seashell burlywood,Manufacturer#1,Brand#11,MEDIUM BRUSHED COPPER,21,JUMBO CASE,1013.11, use package,57
1113,lime navy smoke cream snow,Manufacturer#3,Brand#33,ECONOMY BURNISHED STEEL,39,SM PACK,1014.11, blithely regular ,14
1114,lace rosy deep olive midnight,Manufacturer#4,Brand#43,LARGE POLISHED COPPER,43,MED DRUM,1015.11,nts. ironic,47
1115,forest cornsilk magenta gainsboro burnished,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,47,LG CAN,1016.11,yly regula,93
1116,tomato spring mint pink orchid,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,49,JUMBO CASE,1017.11,etly clo,5
1117,antique white goldenrod linen cream,Manufacturer#1,Brand#13,PROMO BURNISHED COPPER,28,WRAP PACK,1018.11,s use blithely. fl,87
